Date,CO,CO2,NO2,SO2,O3,PM2.5,PM10,AQI
2024-01-01 00:00:00+00:00,71.0,,7.7,4.4,29.0,12.2,22.2,24.808334
2024-01-01 01:00:00+00:00,70.0,,6.7,3.9,30.0,12.2,22.5,24.333336
2024-01-01 02:00:00+00:00,68.0,,5.3,3.3,32.0,11.6,21.7,23.85
2024-01-01 03:00:00+00:00,67.0,,4.2,2.8,34.0,11.5,21.5,23.391668
2024-01-01 04:00:00+00:00,67.0,,3.7,2.7,36.0,12.3,22.9,23.091663
2024-01-01 05:00:00+00:00,68.0,,3.6,2.9,38.0,13.8,25.2,22.974998
2024-01-01 06:00:00+00:00,69.0,,4.0,3.1,38.0,12.3,22.8,23.099998
2024-01-01 07:00:00+00:00,71.0,,5.5,3.3,35.0,12.4,23.0,23.208334
2024-01-01 08:00:00+00:00,74.0,,7.5,3.7,30.0,11.7,21.6,23.408333
2024-01-01 09:00:00+00:00,76.0,,9.1,3.9,26.0,11.2,20.5,23.625
2024-01-01 10:00:00+00:00,77.0,,9.8,4.0,25.0,10.7,19.4,23.833336
2024-01-01 11:00:00+00:00,78.0,,10.0,4.1,25.0,10.2,18.6,23.950003
2024-01-01 12:00:00+00:00,80.0,,10.3,4.0,26.0,13.0,23.2,23.950003
2024-01-01 13:00:00+00:00,80.0,,9.7,4.0,28.0,12.0,21.6,24.025002
2024-01-01 14:00:00+00:00,80.0,,9.0,3.9,30.0,10.7,19.3,24.016668
2024-01-01 15:00:00+00:00,80.0,,8.6,3.9,31.0,9.8,17.5,23.925001
2024-01-01 16:00:00+00:00,81.0,,9.0,4.0,30.0,9.6,17.3,23.775002
2024-01-01 17:00:00+00:00,82.0,,9.8,4.2,29.0,9.3,16.8,23.624996
2024-01-01 18:00:00+00:00,83.0,,10.2,4.4,28.0,9.2,16.6,23.466665
2024-01-01 19:00:00+00:00,84.0,,9.7,4.7,29.0,9.5,17.2,23.316666
2024-01-01 20:00:00+00:00,86.0,,8.7,5.0,31.0,9.9,17.9,23.191666
2024-01-01 21:00:00+00:00,87.0,,7.7,5.3,34.0,10.0,18.3,23.016666
2024-01-01 22:00:00+00:00,88.0,,6.6,5.5,40.0,9.6,17.5,22.641668
2024-01-01 23:00:00+00:00,88.0,,5.4,5.6,47.0,9.3,17.0,22.316668
2024-01-02 00:00:00+00:00,83.0,,4.8,5.3,50.0,10.1,18.5,22.0
2024-01-02 01:00:00+00:00,83.0,,4.2,5.0,55.0,10.6,19.8,22.0
2024-01-02 02:00:00+00:00,82.0,,3.3,4.7,62.0,10.9,20.6,24.8
2024-01-02 03:00:00+00:00,82.0,,2.7,4.3,66.0,11.3,21.6,26.399998
2024-01-02 04:00:00+00:00,81.0,,2.4,3.9,64.0,11.6,21.9,25.599998
2024-01-02 05:00:00+00:00,81.0,,2.3,3.5,58.0,12.9,24.0,23.199999
2024-01-02 06:00:00+00:00,81.0,,2.7,3.2,52.0,11.7,21.7,21.483335
2024-01-02 07:00:00+00:00,82.0,,4.0,3.1,44.0,10.3,19.2,21.433334
2024-01-02 08:00:00+00:00,84.0,,5.9,3.1,36.0,9.9,18.3,21.258335
2024-01-02 09:00:00+00:00,85.0,,7.7,3.3,29.0,9.3,17.0,21.108337
2024-01-02 10:00:00+00:00,86.0,,9.5,3.6,25.0,9.4,17.1,20.95
2024-01-02 11:00:00+00:00,87.0,,11.2,4.1,22.0,9.1,16.5,20.841667
2024-01-02 12:00:00+00:00,92.0,,9.8,3.8,24.0,8.0,14.3,20.75
2024-01-02 13:00:00+00:00,91.0,,10.1,4.1,24.0,8.1,14.5,20.333332
2024-01-02 14:00:00+00:00,91.0,,10.5,4.6,24.0,7.8,14.0,20.008333
2024-01-02 15:00:00+00:00,90.0,,11.0,5.0,23.0,7.2,12.9,19.766668
2024-01-02 16:00:00+00:00,89.0,,11.7,5.3,22.0,6.8,12.1,19.550001
2024-01-02 17:00:00+00:00,88.0,,12.4,5.5,20.0,6.7,12.0,19.316668
2024-01-02 18:00:00+00:00,88.0,,12.8,5.9,19.0,6.2,11.1,19.1
2024-01-02 19:00:00+00:00,90.0,,12.9,6.5,18.0,5.9,10.4,18.85
2024-01-02 20:00:00+00:00,93.0,,12.7,7.2,19.0,6.1,10.5,18.55
2024-01-02 21:00:00+00:00,94.0,,11.9,7.7,22.0,6.9,11.8,18.233334
2024-01-02 22:00:00+00:00,93.0,,9.9,7.9,31.0,6.8,11.7,17.975
2024-01-02 23:00:00+00:00,91.0,,7.3,7.9,42.0,6.6,11.7,17.741667
2024-01-03 00:00:00+00:00,98.0,,8.9,8.2,60.0,11.1,17.8,24.0
2024-01-03 01:00:00+00:00,95.0,,7.3,8.0,68.0,8.8,15.5,27.2
2024-01-03 02:00:00+00:00,91.0,,5.2,7.6,79.0,8.9,16.3,31.599998
2024-01-03 03:00:00+00:00,87.0,,4.0,7.4,83.0,9.1,17.2,33.2
2024-01-03 04:00:00+00:00,82.0,,4.3,7.5,76.0,10.0,19.2,30.4
2024-01-03 05:00:00+00:00,78.0,,5.4,7.7,63.0,10.9,21.2,25.2
2024-01-03 06:00:00+00:00,75.0,,6.9,7.7,50.0,11.1,21.3,20.0
2024-01-03 07:00:00+00:00,76.0,,8.9,7.2,40.0,10.9,20.4,16.750002
2024-01-03 08:00:00+00:00,79.0,,11.2,6.5,31.0,10.4,19.2,16.800001
2024-01-03 09:00:00+00:00,82.0,,13.2,5.9,23.0,9.6,17.1,16.841665
2024-01-03 10:00:00+00:00,83.0,,14.6,5.4,17.0,10.2,17.8,16.866667
2024-01-03 11:00:00+00:00,84.0,,15.7,5.1,12.0,9.9,17.1,16.933332
2024-01-03 12:00:00+00:00,96.0,,24.8,8.0,7.0,10.6,18.6,16.999998
2024-01-03 13:00:00+00:00,93.0,,22.8,7.3,7.0,8.1,13.6,17.216667
2024-01-03 14:00:00+00:00,90.0,,20.1,6.4,7.0,6.9,11.2,17.216667
2024-01-03 15:00:00+00:00,87.0,,18.2,5.8,6.0,6.1,9.7,17.141666
2024-01-03 16:00:00+00:00,86.0,,18.0,5.7,4.0,5.8,9.0,17.050001
2024-01-03 17:00:00+00:00,87.0,,18.7,6.0,2.0,5.4,8.3,16.966667
2024-01-03 18:00:00+00:00,89.0,,18.7,6.3,3.0,4.9,7.4,16.858334
2024-01-03 19:00:00+00:00,92.0,,17.5,6.6,7.0,5.4,8.0,16.75
2024-01-03 20:00:00+00:00,97.0,,15.8,6.9,15.0,8.1,11.8,16.708332
2024-01-03 21:00:00+00:00,104.0,,14.0,7.5,30.0,10.6,15.2,16.875
2024-01-03 22:00:00+00:00,114.0,,12.4,8.8,60.0,13.9,20.0,24.0
2024-01-03 23:00:00+00:00,127.0,,10.7,10.4,97.0,18.7,27.1,38.800003
2024-01-04 00:00:00+00:00,136.0,,7.2,5.2,78.0,18.1,27.8,31.199999
2024-01-04 01:00:00+00:00,127.0,,5.6,4.4,84.0,12.6,19.8,33.600002
2024-01-04 02:00:00+00:00,113.0,,3.5,3.2,92.0,9.2,15.1,36.8
2024-01-04 03:00:00+00:00,102.0,,2.1,2.4,94.0,8.9,15.4,37.6
2024-01-04 04:00:00+00:00,95.0,,2.1,2.2,86.0,9.2,16.1,34.4
2024-01-04 05:00:00+00:00,89.0,,2.9,2.4,72.0,9.7,17.2,28.800001
2024-01-04 06:00:00+00:00,86.0,,3.8,2.5,59.0,8.2,14.5,23.600002
2024-01-04 07:00:00+00:00,85.0,,4.6,2.5,50.0,7.1,12.5,20.0
2024-01-04 08:00:00+00:00,85.0,,5.5,2.4,43.0,6.9,12.2,18.966667
2024-01-04 09:00:00+00:00,86.0,,6.2,2.4,37.0,7.3,12.7,18.675001
2024-01-04 10:00:00+00:00,86.0,,6.7,2.5,34.0,8.7,15.1,18.483334
2024-01-04 11:00:00+00:00,86.0,,7.1,2.8,34.0,9.3,16.1,18.358334
2024-01-04 12:00:00+00:00,89.0,,7.4,2.8,35.0,10.8,19.4,18.308332
2024-01-04 13:00:00+00:00,87.0,,6.7,2.6,35.0,10.9,19.7,18.324999
2024-01-04 14:00:00+00:00,85.0,,5.7,2.2,35.0,10.7,19.4,18.558332
2024-01-04 15:00:00+00:00,82.0,,5.0,2.0,34.0,10.4,18.8,18.874998
2024-01-04 16:00:00+00:00,80.0,,4.9,1.9,32.0,10.3,18.6,19.233332
2024-01-04 17:00:00+00:00,77.0,,5.1,1.9,29.0,9.9,17.9,19.608332
2024-01-04 18:00:00+00:00,76.0,,5.0,1.9,28.0,9.7,17.6,19.983332
2024-01-04 19:00:00+00:00,76.0,,4.4,1.7,30.0,9.5,17.5,20.383331
2024-01-04 20:00:00+00:00,78.0,,3.5,1.5,35.0,8.8,16.2,20.724998
2024-01-04 21:00:00+00:00,79.0,,2.7,1.4,39.0,7.5,14.1,20.78333
2024-01-04 22:00:00+00:00,79.0,,2.2,1.4,43.0,7.2,13.4,20.524998
2024-01-04 23:00:00+00:00,78.0,,1.9,1.5,47.0,7.3,13.5,19.966665
2024-01-05 00:00:00+00:00,81.0,,1.9,1.8,47.0,8.0,14.4,19.016666
2024-01-05 01:00:00+00:00,80.0,,1.7,1.8,49.0,9.2,16.3,19.6
2024-01-05 02:00:00+00:00,80.0,,1.5,1.8,52.0,8.3,14.6,20.8
2024-01-05 03:00:00+00:00,79.0,,1.4,1.8,53.0,8.4,14.7,21.199999
2024-01-05 04:00:00+00:00,79.0,,1.4,1.9,53.0,8.5,14.8,21.199999
2024-01-05 05:00:00+00:00,79.0,,1.6,1.9,51.0,8.6,15.0,20.4
2024-01-05 06:00:00+00:00,79.0,,2.0,2.0,49.0,8.6,15.2,19.6
2024-01-05 07:00:00+00:00,79.0,,2.7,2.0,45.0,8.7,15.6,18.0
2024-01-05 08:00:00+00:00,80.0,,3.6,2.1,41.0,9.0,16.2,17.791668
2024-01-05 09:00:00+00:00,81.0,,4.9,2.2,36.0,9.2,16.8,17.966667
2024-01-05 10:00:00+00:00,83.0,,7.1,2.6,32.0,10.2,18.5,18.125
2024-01-05 11:00:00+00:00,86.0,,9.6,3.2,27.0,11.2,20.1,18.249998
2024-01-05 12:00:00+00:00,97.0,,13.4,3.4,23.0,10.5,18.5,18.408333
2024-01-05 13:00:00+00:00,97.0,,13.8,3.5,22.0,11.4,19.9,18.383333
2024-01-05 14:00:00+00:00,97.0,,14.3,3.6,20.0,11.7,20.4,18.425
2024-01-05 15:00:00+00:00,96.0,,14.7,3.7,19.0,11.4,19.9,18.508333
2024-01-05 16:00:00+00:00,95.0,,15.0,3.8,18.0,11.4,19.9,18.591665
2024-01-05 17:00:00+00:00,93.0,,15.3,3.9,17.0,11.2,19.6,18.68333
2024-01-05 18:00:00+00:00,92.0,,14.9,4.2,18.0,10.7,18.7,18.791664
2024-01-05 19:00:00+00:00,91.0,,13.7,4.8,21.0,10.8,18.8,18.874998
2024-01-05 20:00:00+00:00,91.0,,11.9,5.6,25.0,11.5,20.0,18.98333
2024-01-05 21:00:00+00:00,90.0,,10.0,5.9,29.0,12.5,22.4,19.20833
2024-01-05 22:00:00+00:00,87.0,,7.9,5.3,33.0,12.6,23.1,19.624998
2024-01-05 23:00:00+00:00,83.0,,5.7,4.2,38.0,12.1,22.0,20.074997
2024-01-06 00:00:00+00:00,83.0,,3.9,3.3,42.0,12.3,22.3,20.474998
2024-01-06 01:00:00+00:00,82.0,,3.8,3.1,42.0,12.4,22.5,20.833336
2024-01-06 02:00:00+00:00,80.0,,3.6,2.8,42.0,12.5,22.6,21.100002
2024-01-06 03:00:00+00:00,78.0,,3.4,2.5,42.0,11.8,21.3,21.45
2024-01-06 04:00:00+00:00,77.0,,2.9,2.3,44.0,11.6,20.8,21.733332
2024-01-06 05:00:00+00:00,76.0,,2.3,2.2,46.0,10.8,19.3,21.991669
2024-01-06 06:00:00+00:00,75.0,,2.4,2.2,46.0,10.2,18.2,22.175003
2024-01-06 07:00:00+00:00,75.0,,3.4,2.4,43.0,9.9,17.8,22.308334
2024-01-06 08:00:00+00:00,76.0,,5.0,2.7,38.0,9.7,17.3,22.408335
2024-01-06 09:00:00+00:00,77.0,,6.9,3.1,33.0,9.2,16.3,22.46667
2024-01-06 10:00:00+00:00,78.0,,9.2,3.5,28.0,10.0,17.3,22.46667
2024-01-06 11:00:00+00:00,80.0,,11.7,3.9,24.0,10.3,17.8,22.449999
2024-01-06 12:00:00+00:00,69.0,,13.9,4.3,20.0,9.2,15.7,22.375
2024-01-06 13:00:00+00:00,71.0,,14.2,4.3,19.0,9.9,16.9,22.26667
2024-01-06 14:00:00+00:00,73.0,,14.5,4.2,17.0,10.1,17.3,22.141665
2024-01-06 15:00:00+00:00,75.0,,14.8,4.2,16.0,10.0,17.1,22.008331
2024-01-06 16:00:00+00:00,75.0,,14.9,4.1,14.0,9.7,16.8,21.891668
2024-01-06 17:00:00+00:00,74.0,,14.9,4.1,13.0,9.4,16.3,21.75
2024-01-06 18:00:00+00:00,76.0,,15.0,4.6,13.0,9.3,16.1,21.599998
2024-01-06 19:00:00+00:00,83.0,,15.8,6.3,15.0,9.2,15.8,21.48333
2024-01-06 20:00:00+00:00,93.0,,16.7,8.6,18.0,11.2,18.3,21.349998
2024-01-06 21:00:00+00:00,98.0,,16.2,9.8,22.0,14.0,22.9,21.324999
2024-01-06 22:00:00+00:00,93.0,,13.0,8.8,29.0,14.4,24.2,21.45
2024-01-06 23:00:00+00:00,84.0,,8.5,6.6,37.0,12.7,22.9,21.599998
2024-01-07 00:00:00+00:00,77.0,,4.4,5.2,50.0,10.5,19.0,21.65
2024-01-07 01:00:00+00:00,78.0,,4.2,5.4,56.0,10.2,18.7,22.4
2024-01-07 02:00:00+00:00,78.0,,3.9,5.7,64.0,10.6,19.7,25.599998
2024-01-07 03:00:00+00:00,79.0,,3.6,5.7,69.0,11.0,20.5,27.6
2024-01-07 04:00:00+00:00,79.0,,3.1,5.4,70.0,11.8,22.0,28.0
2024-01-07 05:00:00+00:00,78.0,,2.6,4.8,69.0,11.6,21.7,27.6
2024-01-07 06:00:00+00:00,78.0,,2.7,4.3,65.0,11.1,20.7,26.0
2024-01-07 07:00:00+00:00,78.0,,3.8,3.9,56.0,11.1,20.5,22.4
2024-01-07 08:00:00+00:00,78.0,,5.4,3.4,44.0,11.2,20.5,21.35
2024-01-07 09:00:00+00:00,78.0,,6.8,3.2,35.0,10.7,19.3,21.475
2024-01-07 10:00:00+00:00,78.0,,7.5,3.2,31.0,10.0,17.8,21.6
2024-01-07 11:00:00+00:00,79.0,,8.0,3.4,29.0,9.1,15.9,21.6
2024-01-07 12:00:00+00:00,75.0,,8.6,3.6,26.0,8.8,15.6,21.5
2024-01-07 13:00:00+00:00,74.0,,8.3,3.6,26.0,8.0,14.2,21.466667
2024-01-07 14:00:00+00:00,73.0,,7.9,3.7,27.0,7.2,12.5,21.308336
2024-01-07 15:00:00+00:00,73.0,,7.7,3.8,27.0,6.5,11.3,21.066668
2024-01-07 16:00:00+00:00,73.0,,7.8,3.9,27.0,6.2,10.6,20.774998
2024-01-07 17:00:00+00:00,74.0,,8.1,4.0,26.0,5.9,10.0,20.483334
2024-01-07 18:00:00+00:00,77.0,,9.0,4.3,25.0,5.6,9.5,20.191668
2024-01-07 19:00:00+00:00,83.0,,11.1,5.0,22.0,5.4,8.9,19.883333
2024-01-07 20:00:00+00:00,92.0,,13.8,5.9,20.0,5.6,8.8,19.566668
2024-01-07 21:00:00+00:00,101.0,,15.4,6.6,21.0,8.1,12.0,19.1
2024-01-07 22:00:00+00:00,110.0,,15.0,7.1,30.0,11.2,16.4,18.608334
2024-01-07 23:00:00+00:00,120.0,,13.6,7.5,43.0,14.8,21.5,18.341667
2024-01-08 00:00:00+00:00,133.0,,9.0,8.2,95.0,17.9,26.3,38.0
2024-01-08 01:00:00+00:00,127.0,,8.7,6.9,83.0,15.9,23.2,33.2
2024-01-08 02:00:00+00:00,119.0,,8.2,5.1,66.0,12.5,18.1,26.399998
2024-01-08 03:00:00+00:00,113.0,,8.1,4.0,55.0,10.2,14.5,22.0
2024-01-08 04:00:00+00:00,111.0,,8.5,4.1,53.0,8.8,12.4,21.199999
2024-01-08 05:00:00+00:00,112.0,,9.2,4.9,56.0,9.2,13.0,22.4
2024-01-08 06:00:00+00:00,114.0,,10.0,5.6,60.0,9.5,13.5,24.0
2024-01-08 07:00:00+00:00,119.0,,10.8,6.0,65.0,11.1,15.9,26.0
2024-01-08 08:00:00+00:00,125.0,,11.7,6.4,71.0,13.6,19.5,28.4
2024-01-08 09:00:00+00:00,129.0,,12.5,6.6,72.0,13.0,18.6,28.800001
2024-01-08 10:00:00+00:00,127.0,,13.0,6.7,63.0,12.4,17.8,25.2
2024-01-08 11:00:00+00:00,122.0,,13.5,6.6,50.0,12.0,17.2,20.0
2024-01-08 12:00:00+00:00,119.0,,14.0,6.8,31.0,9.1,12.9,19.95
2024-01-08 13:00:00+00:00,119.0,,13.6,6.7,28.0,8.9,12.6,19.975
2024-01-08 14:00:00+00:00,119.0,,13.1,6.5,24.0,8.5,12.0,20.050001
2024-01-08 15:00:00+00:00,120.0,,13.2,6.4,20.0,8.4,11.9,20.158333
2024-01-08 16:00:00+00:00,123.0,,15.0,6.3,14.0,9.1,12.9,20.316668
2024-01-08 17:00:00+00:00,126.0,,17.4,6.2,7.0,10.2,14.5,20.558334
2024-01-08 18:00:00+00:00,126.0,,18.0,6.0,8.0,11.7,16.5,20.916668
2024-01-08 19:00:00+00:00,122.0,,15.2,5.8,24.0,13.3,19.0,21.425001
2024-01-08 20:00:00+00:00,116.0,,10.6,5.6,46.0,15.4,22.5,22.083336
2024-01-08 21:00:00+00:00,108.0,,6.8,5.1,61.0,12.1,18.6,24.400002
2024-01-08 22:00:00+00:00,96.0,,4.8,4.1,58.0,8.7,14.0,23.233334
2024-01-08 23:00:00+00:00,83.0,,3.6,3.0,47.0,6.5,11.2,23.025
2024-01-09 00:00:00+00:00,87.0,,2.5,3.0,62.0,7.7,12.6,24.8
2024-01-09 01:00:00+00:00,83.0,,2.3,3.1,61.0,6.0,10.5,24.400002
2024-01-09 02:00:00+00:00,78.0,,2.1,3.1,59.0,6.3,11.2,23.600002
2024-01-09 03:00:00+00:00,75.0,,2.0,3.1,57.0,7.1,12.6,22.8
2024-01-09 04:00:00+00:00,75.0,,2.1,2.9,56.0,7.8,14.2,22.4
2024-01-09 05:00:00+00:00,76.0,,2.2,2.7,56.0,8.3,15.2,22.4
2024-01-09 06:00:00+00:00,78.0,,2.7,2.5,54.0,8.8,16.1,21.6
2024-01-09 07:00:00+00:00,79.0,,3.3,2.5,51.0,9.1,16.7,20.4
2024-01-09 08:00:00+00:00,79.0,,4.2,2.5,47.0,9.5,17.4,19.500002
2024-01-09 09:00:00+00:00,81.0,,5.9,2.7,42.0,8.9,16.2,19.158335
2024-01-09 10:00:00+00:00,85.0,,9.0,3.2,36.0,8.6,15.3,18.816668
2024-01-09 11:00:00+00:00,91.0,,12.9,3.8,30.0,9.4,16.5,18.500002
2024-01-09 12:00:00+00:00,110.0,,17.7,4.0,22.0,12.5,21.7,18.283335
2024-01-09 13:00:00+00:00,110.0,,19.1,4.8,21.0,13.9,24.0,18.566668
2024-01-09 14:00:00+00:00,110.0,,21.0,5.8,19.0,14.6,25.0,18.983334
2024-01-09 15:00:00+00:00,109.0,,22.4,6.6,18.0,14.2,24.4,19.491667
2024-01-09 16:00:00+00:00,107.0,,22.7,6.8,17.0,13.3,22.8,19.975
2024-01-09 17:00:00+00:00,105.0,,22.5,6.7,17.0,12.0,20.1,20.324997
2024-01-09 18:00:00+00:00,104.0,,22.0,7.0,17.0,10.9,18.2,20.475002
2024-01-09 19:00:00+00:00,103.0,,21.4,8.4,18.0,10.6,17.2,20.408335
2024-01-09 20:00:00+00:00,104.0,,20.4,10.3,20.0,11.7,18.6,20.183334
2024-01-09 21:00:00+00:00,104.0,,19.0,11.1,25.0,9.7,15.9,19.875
2024-01-09 22:00:00+00:00,105.0,,16.7,10.0,33.0,7.5,12.2,19.675
2024-01-09 23:00:00+00:00,107.0,,14.0,7.9,44.0,8.6,13.4,19.574999
2024-01-10 00:00:00+00:00,112.0,,9.9,7.6,71.0,13.0,19.3,28.4
2024-01-10 01:00:00+00:00,114.0,,8.0,6.8,88.0,14.1,21.5,35.2
2024-01-10 02:00:00+00:00,116.0,,5.4,5.8,112.0,13.4,21.9,48.0
2024-01-10 03:00:00+00:00,117.0,,3.8,5.6,129.0,13.5,23.2,59.333336
2024-01-10 04:00:00+00:00,116.0,,3.7,7.0,136.0,13.7,24.4,61.090908
2024-01-10 05:00:00+00:00,114.0,,4.4,9.2,137.0,14.1,25.7,61.272728
2024-01-10 06:00:00+00:00,112.0,,6.0,10.7,131.0,14.3,26.5,60.181816
2024-01-10 07:00:00+00:00,111.0,,8.9,11.0,113.0,13.7,26.0,48.666668
2024-01-10 08:00:00+00:00,111.0,,12.5,10.7,88.0,12.4,23.7,35.2
2024-01-10 09:00:00+00:00,111.0,,15.3,10.2,67.0,10.7,20.1,26.800001
2024-01-10 10:00:00+00:00,110.0,,16.3,9.5,54.0,8.8,16.0,24.200003
2024-01-10 11:00:00+00:00,109.0,,16.3,8.6,44.0,7.3,13.0,24.216667
2024-01-10 12:00:00+00:00,120.0,,22.6,7.6,37.0,9.1,16.2,24.041668
2024-01-10 13:00:00+00:00,117.0,,21.8,7.1,34.0,8.1,14.2,23.758331
2024-01-10 14:00:00+00:00,112.0,,20.8,6.5,30.0,7.3,12.3,23.274998
2024-01-10 15:00:00+00:00,108.0,,19.8,5.9,26.0,6.8,11.1,22.666664
2024-01-10 16:00:00+00:00,105.0,,19.2,5.5,24.0,6.3,10.1,22.049997
2024-01-10 17:00:00+00:00,102.0,,18.7,5.2,22.0,5.7,9.1,21.466667
2024-01-10 18:00:00+00:00,100.0,,18.1,5.2,22.0,5.1,8.2,20.941668
2024-01-10 19:00:00+00:00,100.0,,17.7,5.9,24.0,5.3,8.5,20.458334
2024-01-10 20:00:00+00:00,101.0,,17.3,6.9,27.0,6.5,10.2,20.016668
2024-01-10 21:00:00+00:00,102.0,,16.0,7.4,33.0,6.4,10.3,19.583336
2024-01-10 22:00:00+00:00,103.0,,12.9,7.0,43.0,6.7,10.8,19.308334
2024-01-10 23:00:00+00:00,104.0,,8.9,6.1,55.0,6.8,11.1,22.0
2024-01-11 00:00:00+00:00,93.0,,6.0,5.5,68.0,6.6,10.9,27.2
2024-01-11 01:00:00+00:00,93.0,,5.0,4.6,69.0,7.3,12.3,27.6
2024-01-11 02:00:00+00:00,92.0,,3.6,3.5,70.0,7.5,12.7,28.0
2024-01-11 03:00:00+00:00,91.0,,2.6,2.6,68.0,7.5,12.6,27.2
2024-01-11 04:00:00+00:00,89.0,,2.2,2.4,62.0,7.7,12.9,24.8
2024-01-11 05:00:00+00:00,86.0,,2.2,2.6,54.0,7.3,12.1,21.6
2024-01-11 06:00:00+00:00,84.0,,2.6,2.7,46.0,7.5,12.4,18.4
2024-01-11 07:00:00+00:00,83.0,,3.5,2.6,38.0,7.5,12.7,15.366668
2024-01-11 08:00:00+00:00,83.0,,4.9,2.6,29.0,7.6,12.8,14.849998
2024-01-11 09:00:00+00:00,83.0,,6.5,2.6,22.0,7.7,13.1,14.450001
2024-01-11 10:00:00+00:00,85.0,,8.8,2.9,17.0,8.8,14.7,14.200001
2024-01-11 11:00:00+00:00,87.0,,11.4,3.3,13.0,9.2,15.5,14.200001
2024-01-11 12:00:00+00:00,85.0,,10.2,3.2,19.0,10.7,18.2,14.358334
2024-01-11 13:00:00+00:00,84.0,,10.2,3.1,18.0,11.2,19.2,14.491665
2024-01-11 14:00:00+00:00,84.0,,10.2,3.0,17.0,10.6,18.0,14.75
2024-01-11 15:00:00+00:00,83.0,,10.6,3.1,16.0,9.3,15.7,15.025001
2024-01-11 16:00:00+00:00,83.0,,11.8,3.4,14.0,8.6,14.7,15.233334
2024-01-11 17:00:00+00:00,83.0,,13.3,3.8,12.0,7.5,12.7,15.425
2024-01-11 18:00:00+00:00,83.0,,13.9,4.4,11.0,7.7,13.1,15.575001
2024-01-11 19:00:00+00:00,84.0,,13.1,5.3,12.0,8.4,14.4,15.791666
2024-01-11 20:00:00+00:00,86.0,,11.4,6.4,15.0,9.1,15.5,16.05
2024-01-11 21:00:00+00:00,87.0,,9.6,6.8,19.0,8.6,14.7,16.266668
2024-01-11 22:00:00+00:00,86.0,,7.5,6.0,24.0,7.0,11.9,16.45
2024-01-11 23:00:00+00:00,84.0,,5.3,4.6,31.0,6.5,11.1,16.475
2024-01-12 00:00:00+00:00,79.0,,3.4,4.5,40.0,7.5,13.3,16.449999
2024-01-12 01:00:00+00:00,79.0,,2.9,4.1,44.0,8.5,15.4,17.6
2024-01-12 02:00:00+00:00,79.0,,2.3,3.5,50.0,9.5,17.3,20.0
2024-01-12 03:00:00+00:00,79.0,,1.8,3.0,54.0,9.6,17.6,21.6
2024-01-12 04:00:00+00:00,78.0,,1.6,2.6,54.0,9.6,17.6,21.6
2024-01-12 05:00:00+00:00,78.0,,1.6,2.3,51.0,9.8,17.9,20.4
2024-01-12 06:00:00+00:00,77.0,,2.1,2.2,48.0,10.0,18.3,19.199999
2024-01-12 07:00:00+00:00,77.0,,3.1,2.2,43.0,10.1,18.6,17.541668
2024-01-12 08:00:00+00:00,76.0,,4.5,2.4,38.0,10.2,18.8,17.758335
2024-01-12 09:00:00+00:00,77.0,,6.5,2.8,32.0,10.1,18.4,17.975
2024-01-12 10:00:00+00:00,79.0,,9.4,3.5,27.0,10.8,19.2,18.175001
2024-01-12 11:00:00+00:00,82.0,,12.8,4.3,22.0,11.7,20.8,18.34167
2024-01-12 12:00:00+00:00,80.0,,12.7,3.9,22.0,8.9,15.4,18.550001
2024-01-12 13:00:00+00:00,80.0,,13.6,4.2,20.0,10.0,17.3,18.4
2024-01-12 14:00:00+00:00,81.0,,14.8,4.7,18.0,10.6,18.2,18.3
2024-01-12 15:00:00+00:00,83.0,,16.2,5.2,15.0,11.0,18.9,18.300001
2024-01-12 16:00:00+00:00,89.0,,17.9,5.5,11.0,11.8,19.8,18.441668
2024-01-12 17:00:00+00:00,96.0,,19.7,6.0,6.0,12.6,20.8,18.708334
2024-01-12 18:00:00+00:00,102.0,,20.8,7.0,5.0,13.6,22.1,19.133335
2024-01-12 19:00:00+00:00,104.0,,20.9,9.6,9.0,14.1,22.5,19.625002
2024-01-12 20:00:00+00:00,104.0,,20.3,12.8,17.0,16.5,26.1,20.1
2024-01-12 21:00:00+00:00,102.0,,18.6,14.6,26.0,16.8,27.0,20.71667
2024-01-12 22:00:00+00:00,97.0,,15.3,13.7,34.0,14.8,23.9,21.400002
2024-01-12 23:00:00+00:00,90.0,,10.9,11.3,43.0,13.2,20.8,22.050001
2024-01-13 00:00:00+00:00,88.0,,9.8,11.9,51.0,13.3,22.0,22.608335
2024-01-13 01:00:00+00:00,88.0,,8.0,10.9,66.0,11.8,20.7,26.399998
2024-01-13 02:00:00+00:00,89.0,,5.6,9.4,87.0,12.2,22.8,34.8
2024-01-13 03:00:00+00:00,88.0,,3.8,8.2,99.0,13.1,25.7,39.6
2024-01-13 04:00:00+00:00,85.0,,3.1,7.4,96.0,13.0,26.1,38.4
2024-01-13 05:00:00+00:00,80.0,,2.9,6.9,84.0,11.8,23.9,33.600002
2024-01-13 06:00:00+00:00,77.0,,3.4,6.3,70.0,10.2,20.7,28.0
2024-01-13 07:00:00+00:00,76.0,,4.6,5.5,55.0,9.0,17.9,24.349998
2024-01-13 08:00:00+00:00,76.0,,6.4,4.8,38.0,8.2,15.8,24.258331
2024-01-13 09:00:00+00:00,77.0,,8.3,4.2,26.0,7.7,14.1,24.091667
2024-01-13 10:00:00+00:00,80.0,,10.7,4.0,23.0,8.4,14.8,23.89167
