Date,CO,CO2,NO2,SO2,O3,PM2.5,PM10,AQI
2024-10-25 22:00:00+00:00,117.0,,6.3,4.0,49.0,5.8,10.4,19.6
2024-10-25 23:00:00+00:00,111.0,,4.2,3.0,56.0,5.7,10.2,22.4
2024-10-26 00:00:00+00:00,106.0,439.0,2.3,2.2,61.0,3.6,6.1,24.400002
2024-10-26 01:00:00+00:00,104.0,439.0,2.2,2.1,63.0,3.7,6.2,25.2
2024-10-26 02:00:00+00:00,102.0,439.0,2.1,2.1,65.0,4.1,7.0,26.0
2024-10-26 03:00:00+00:00,101.0,439.0,2.2,2.0,67.0,4.8,8.5,26.800001
2024-10-26 04:00:00+00:00,101.0,439.0,2.3,2.0,67.0,5.7,10.1,26.800001
2024-10-26 05:00:00+00:00,102.0,438.0,2.6,2.0,66.0,6.5,11.8,26.399998
2024-10-26 06:00:00+00:00,105.0,438.0,3.5,2.1,64.0,7.1,12.9,25.599998
2024-10-26 07:00:00+00:00,108.0,438.0,5.1,2.2,60.0,7.8,14.2,24.0
2024-10-26 08:00:00+00:00,113.0,440.0,7.4,2.4,55.0,7.6,13.7,22.0
2024-10-26 09:00:00+00:00,122.0,442.0,10.5,2.7,49.0,8.0,14.2,19.6
2024-10-26 10:00:00+00:00,136.0,446.0,15.0,3.1,44.0,8.4,14.7,17.6
2024-10-26 11:00:00+00:00,154.0,452.0,20.5,3.6,38.0,9.8,16.8,15.2
2024-10-26 12:00:00+00:00,179.0,459.0,34.2,5.3,19.0,17.3,27.5,17.1
2024-10-26 13:00:00+00:00,222.0,468.0,34.9,5.9,17.0,20.7,32.4,17.45
2024-10-26 14:00:00+00:00,272.0,478.0,35.9,6.7,14.0,23.5,35.9,17.95
2024-10-26 15:00:00+00:00,299.0,485.0,36.3,7.5,12.0,21.5,32.9,18.15
2024-10-26 16:00:00+00:00,282.0,487.0,36.1,8.0,9.0,19.2,29.7,18.05
2024-10-26 17:00:00+00:00,241.0,487.0,35.5,8.5,7.0,17.8,27.8,18.35
2024-10-26 18:00:00+00:00,213.0,485.0,33.9,9.0,8.0,16.6,26.1,19.341667
2024-10-26 19:00:00+00:00,218.0,484.0,31.1,9.7,13.0,15.7,24.9,20.258333
2024-10-26 20:00:00+00:00,235.0,481.0,27.4,10.4,20.0,16.9,26.7,21.108334
2024-10-26 21:00:00+00:00,236.0,476.0,23.3,10.7,30.0,17.9,28.3,22.025002
2024-10-26 22:00:00+00:00,202.0,464.0,18.3,10.5,44.0,13.4,22.5,22.974998
2024-10-26 23:00:00+00:00,153.0,450.0,12.9,9.9,60.0,9.8,16.3,24.0
2024-10-27 00:00:00+00:00,117.0,439.0,11.0,11.9,68.0,7.4,12.3,27.2
2024-10-27 01:00:00+00:00,109.0,436.0,9.2,10.6,81.0,9.0,14.2,32.4
2024-10-27 02:00:00+00:00,115.0,438.0,6.7,8.8,98.0,8.4,13.2,39.2
2024-10-27 03:00:00+00:00,121.0,439.0,5.0,7.5,112.0,7.5,12.1,48.0
2024-10-27 04:00:00+00:00,123.0,439.0,4.4,7.1,119.0,7.0,11.6,52.666664
2024-10-27 05:00:00+00:00,126.0,439.0,4.5,7.0,121.0,7.7,13.2,54.0
2024-10-27 06:00:00+00:00,129.0,439.0,5.6,7.1,119.0,8.7,15.2,52.666664
2024-10-27 07:00:00+00:00,132.0,440.0,8.4,7.1,110.0,10.8,19.1,46.666664
2024-10-27 08:00:00+00:00,135.0,440.0,12.3,7.2,96.0,12.0,21.2,38.4
2024-10-27 09:00:00+00:00,141.0,442.0,15.3,7.2,83.0,11.6,20.1,33.2
2024-10-27 10:00:00+00:00,151.0,445.0,16.4,7.1,72.0,10.4,17.8,28.800001
2024-10-27 11:00:00+00:00,163.0,448.0,16.6,7.0,61.0,9.4,15.5,26.716667
2024-10-27 12:00:00+00:00,175.0,452.0,18.0,6.1,52.0,9.0,14.6,26.683332
2024-10-27 13:00:00+00:00,190.0,456.0,20.4,6.9,46.0,11.0,17.1,25.991665
2024-10-27 14:00:00+00:00,206.0,461.0,23.7,7.9,37.0,13.6,20.7,25.18333
2024-10-27 15:00:00+00:00,213.0,466.0,26.1,8.5,29.0,16.0,24.0,24.358332
2024-10-27 16:00:00+00:00,203.0,472.0,26.9,8.3,21.0,17.2,25.7,23.899998
2024-10-27 17:00:00+00:00,185.0,479.0,26.8,7.8,14.0,17.0,25.2,23.733334
2024-10-27 18:00:00+00:00,175.0,484.0,25.9,7.4,15.0,16.0,23.6,23.666666
2024-10-27 19:00:00+00:00,186.0,487.0,24.0,7.4,31.0,15.3,22.6,23.616669
2024-10-27 20:00:00+00:00,206.0,488.0,21.4,7.5,55.0,19.2,28.0,23.583334
2024-10-27 21:00:00+00:00,216.0,485.0,18.6,7.9,78.0,24.4,35.4,31.199999
2024-10-27 22:00:00+00:00,205.0,476.0,15.8,8.9,97.0,26.1,37.7,38.800003
2024-10-27 23:00:00+00:00,185.0,464.0,12.8,10.1,115.0,23.3,33.8,50.0
2024-10-28 00:00:00+00:00,164.0,453.0,7.6,7.1,96.0,16.5,27.3,38.4
2024-10-28 01:00:00+00:00,146.0,446.0,6.5,6.2,94.0,17.1,31.2,37.6
2024-10-28 02:00:00+00:00,127.0,441.0,5.0,5.0,90.0,18.5,34.6,36.0
2024-10-28 03:00:00+00:00,114.0,438.0,3.9,3.9,86.0,17.5,33.1,34.4
2024-10-28 04:00:00+00:00,109.0,436.0,3.3,3.0,80.0,14.3,27.1,32.0
2024-10-28 05:00:00+00:00,108.0,437.0,3.1,2.3,73.0,13.1,24.7,30.216667
2024-10-28 06:00:00+00:00,108.0,437.0,3.3,1.8,66.0,14.2,27.0,30.666666
2024-10-28 07:00:00+00:00,107.0,438.0,4.2,1.7,60.0,14.6,27.7,31.125
2024-10-28 08:00:00+00:00,105.0,439.0,5.5,1.8,55.0,14.3,26.9,31.441668
2024-10-28 09:00:00+00:00,104.0,440.0,6.3,1.9,51.0,14.0,26.1,31.633335
2024-10-28 10:00:00+00:00,102.0,440.0,6.2,1.9,50.0,15.1,28.3,31.833334
2024-10-28 11:00:00+00:00,101.0,439.0,5.6,1.8,50.0,15.7,29.5,32.225002
2024-10-28 12:00:00+00:00,99.0,439.0,7.3,2.4,50.0,13.0,24.0,32.750004
2024-10-28 13:00:00+00:00,97.0,439.0,6.8,2.3,49.0,13.2,24.6,33.083336
2024-10-28 14:00:00+00:00,94.0,438.0,6.1,2.2,48.0,15.2,28.4,33.26667
2024-10-28 15:00:00+00:00,93.0,438.0,5.9,2.3,46.0,13.8,25.7,33.400005
2024-10-28 16:00:00+00:00,93.0,438.0,6.6,2.6,44.0,15.0,28.1,33.21667
2024-10-28 17:00:00+00:00,93.0,439.0,7.8,3.0,41.0,14.1,26.1,33.033337
2024-10-28 18:00:00+00:00,96.0,440.0,8.8,3.4,39.0,14.3,26.4,32.79167
2024-10-28 19:00:00+00:00,104.0,442.0,9.3,3.9,38.0,13.6,24.9,32.650005
2024-10-28 20:00:00+00:00,115.0,443.0,9.6,4.5,38.0,13.4,24.2,32.508335
2024-10-28 21:00:00+00:00,121.0,444.0,9.5,4.8,39.0,13.4,24.4,32.025
2024-10-28 22:00:00+00:00,120.0,443.0,8.9,4.7,41.0,11.9,21.5,31.108337
2024-10-28 23:00:00+00:00,114.0,441.0,7.9,4.4,45.0,10.8,19.3,29.925
2024-10-29 00:00:00+00:00,109.0,439.0,8.3,5.7,55.0,8.1,13.4,28.883327
2024-10-29 01:00:00+00:00,106.0,438.0,7.8,5.6,61.0,8.3,14.5,28.18333
2024-10-29 02:00:00+00:00,104.0,437.0,7.1,5.5,70.0,9.3,16.5,28.0
2024-10-29 03:00:00+00:00,102.0,437.0,6.5,5.3,76.0,9.6,17.6,30.4
2024-10-29 04:00:00+00:00,101.0,437.0,5.8,5.0,78.0,9.9,18.5,31.199999
2024-10-29 05:00:00+00:00,101.0,437.0,5.2,4.6,78.0,10.7,20.4,31.199999
2024-10-29 06:00:00+00:00,103.0,437.0,5.2,4.1,75.0,10.8,21.0,30.0
2024-10-29 07:00:00+00:00,107.0,438.0,6.2,3.5,67.0,9.8,18.8,26.800001
2024-10-29 08:00:00+00:00,113.0,439.0,7.7,2.8,56.0,9.4,17.5,24.775
2024-10-29 09:00:00+00:00,119.0,441.0,9.4,2.4,47.0,9.8,17.5,24.366667
2024-10-29 10:00:00+00:00,126.0,443.0,11.1,2.6,43.0,10.7,19.0,24.016663
2024-10-29 11:00:00+00:00,132.0,446.0,12.8,3.0,42.0,11.3,20.0,23.650002
2024-10-29 12:00:00+00:00,135.0,448.0,27.7,4.4,20.0,17.6,28.9,23.283333
2024-10-29 13:00:00+00:00,129.0,447.0,26.5,4.3,22.0,16.4,27.2,23.66667
2024-10-29 14:00:00+00:00,120.0,445.0,24.9,4.3,25.0,15.7,26.1,23.933334
2024-10-29 15:00:00+00:00,114.0,445.0,24.2,4.5,26.0,15.9,26.5,23.975006
2024-10-29 16:00:00+00:00,116.0,450.0,25.8,5.1,24.0,16.1,27.2,24.150002
2024-10-29 17:00:00+00:00,121.0,458.0,28.3,5.9,20.0,16.8,28.2,24.241669
2024-10-29 18:00:00+00:00,129.0,463.0,29.4,7.2,18.0,16.8,27.8,24.466667
2024-10-29 19:00:00+00:00,141.0,464.0,28.0,9.6,19.0,17.2,28.4,24.674997
2024-10-29 20:00:00+00:00,155.0,462.0,25.2,12.4,23.0,18.5,30.9,24.974998
2024-10-29 21:00:00+00:00,160.0,459.0,21.9,13.9,29.0,17.4,30.0,25.400002
2024-10-29 22:00:00+00:00,148.0,452.0,17.8,13.0,39.0,14.1,24.8,25.733335
2024-10-29 23:00:00+00:00,128.0,444.0,13.2,10.8,53.0,13.0,22.8,25.916668
2024-10-30 00:00:00+00:00,113.0,438.0,11.8,12.9,64.0,10.9,18.8,26.100002
2024-10-30 01:00:00+00:00,110.0,438.0,10.0,12.5,77.0,10.2,17.7,30.8
2024-10-30 02:00:00+00:00,113.0,440.0,7.6,11.8,96.0,9.3,16.8,38.4
2024-10-30 03:00:00+00:00,116.0,442.0,5.9,11.0,109.0,9.4,17.3,46.0
2024-10-30 04:00:00+00:00,117.0,441.0,5.3,10.0,114.0,9.6,18.0,49.333336
2024-10-30 05:00:00+00:00,118.0,440.0,5.4,8.8,113.0,9.5,18.2,48.666668
2024-10-30 06:00:00+00:00,119.0,439.0,6.1,7.7,108.0,9.3,17.8,45.333332
2024-10-30 07:00:00+00:00,120.0,439.0,7.6,6.5,95.0,8.8,16.6,38.0
2024-10-30 08:00:00+00:00,121.0,440.0,9.6,5.3,76.0,8.3,15.1,30.4
2024-10-30 09:00:00+00:00,123.0,441.0,11.2,4.5,61.0,7.9,13.9,26.049995
2024-10-30 10:00:00+00:00,125.0,442.0,11.5,4.4,54.0,7.5,12.8,25.891663
2024-10-30 11:00:00+00:00,128.0,443.0,11.3,4.6,50.0,7.2,12.0,25.624996
2024-10-30 12:00:00+00:00,141.0,447.0,15.0,4.4,47.0,4.4,6.8,25.283333
2024-10-30 13:00:00+00:00,178.0,457.0,19.5,5.2,40.0,6.3,9.4,24.183332
2024-10-30 14:00:00+00:00,225.0,471.0,25.7,6.4,31.0,9.7,14.1,23.341667
2024-10-30 15:00:00+00:00,247.0,478.0,29.4,7.3,26.0,11.7,16.9,22.841667
2024-10-30 16:00:00+00:00,219.0,474.0,28.7,7.8,27.0,11.4,16.5,22.491667
2024-10-30 17:00:00+00:00,166.0,464.0,25.6,8.2,31.0,10.3,15.5,22.1
2024-10-30 18:00:00+00:00,132.0,458.0,22.4,8.3,37.0,9.8,15.2,21.558332
2024-10-30 19:00:00+00:00,144.0,460.0,19.9,8.2,43.0,9.9,15.8,20.975
2024-10-30 20:00:00+00:00,176.0,464.0,17.3,7.8,49.0,10.9,17.6,20.366665
2024-10-30 21:00:00+00:00,192.0,466.0,14.9,7.6,58.0,12.1,19.6,23.199999
2024-10-30 22:00:00+00:00,174.0,461.0,12.6,7.8,70.0,12.7,20.7,28.0
2024-10-30 23:00:00+00:00,140.0,453.0,10.4,8.0,83.0,12.7,20.5,33.2
2024-10-31 00:00:00+00:00,115.0,447.0,6.2,5.8,93.0,9.6,15.6,37.2
2024-10-31 01:00:00+00:00,108.0,444.0,5.3,5.4,100.0,8.7,14.3,40.0
2024-10-31 02:00:00+00:00,110.0,442.0,4.0,4.8,109.0,9.1,15.1,46.0
2024-10-31 03:00:00+00:00,112.0,441.0,3.4,4.3,113.0,9.6,16.2,48.666668
2024-10-31 04:00:00+00:00,111.0,440.0,4.0,4.1,110.0,9.5,16.1,46.666664
2024-10-31 05:00:00+00:00,109.0,439.0,5.2,4.0,102.0,9.7,17.2,41.333332
2024-10-31 06:00:00+00:00,112.0,439.0,6.6,4.0,93.0,10.0,18.5,37.2
2024-10-31 07:00:00+00:00,122.0,441.0,8.4,4.0,83.0,11.4,20.9,33.2
2024-10-31 08:00:00+00:00,135.0,443.0,10.3,4.1,72.0,12.5,22.9,28.800001
2024-10-31 09:00:00+00:00,145.0,445.0,11.5,4.0,63.0,12.6,23.0,25.2
2024-10-31 10:00:00+00:00,148.0,446.0,11.3,3.6,59.0,13.4,24.4,23.600002
2024-10-31 11:00:00+00:00,147.0,447.0,10.3,3.1,58.0,14.6,26.5,23.199999
2024-10-31 12:00:00+00:00,143.0,447.0,10.1,3.2,57.0,10.6,19.3,22.8
2024-10-31 13:00:00+00:00,134.0,445.0,9.0,2.8,57.0,11.7,22.0,22.8
2024-10-31 14:00:00+00:00,122.0,442.0,7.5,2.3,56.0,10.6,19.6,22.4
2024-10-31 15:00:00+00:00,112.0,439.0,6.3,2.0,56.0,10.9,20.4,22.4
2024-10-31 16:00:00+00:00,107.0,438.0,5.8,1.9,56.0,9.9,18.3,22.4
2024-10-31 17:00:00+00:00,103.0,438.0,5.7,2.0,57.0,8.4,15.4,22.8
2024-10-31 18:00:00+00:00,103.0,438.0,5.7,2.1,58.0,7.7,13.9,23.199999
2024-10-31 19:00:00+00:00,107.0,439.0,5.8,2.2,59.0,8.1,14.5,23.600002
2024-10-31 20:00:00+00:00,113.0,439.0,6.1,2.3,59.0,8.8,15.7,23.600002
2024-10-31 21:00:00+00:00,117.0,440.0,6.0,2.3,60.0,9.1,16.5,24.0
2024-10-31 22:00:00+00:00,114.0,440.0,5.4,2.3,60.0,8.9,16.1,24.0
2024-10-31 23:00:00+00:00,109.0,439.0,4.6,2.2,61.0,9.7,17.6,24.400002
2024-11-01 00:00:00+00:00,104.0,439.0,3.9,2.6,66.0,8.3,15.0,26.399998
2024-11-01 01:00:00+00:00,102.0,439.0,3.5,2.5,67.0,9.3,17.0,26.800001
2024-11-01 02:00:00+00:00,102.0,439.0,2.9,2.3,68.0,10.0,18.3,27.2
2024-11-01 03:00:00+00:00,102.0,439.0,2.6,2.1,67.0,10.5,19.3,26.800001
2024-11-01 04:00:00+00:00,102.0,439.0,2.8,1.9,64.0,10.8,19.8,25.599998
2024-11-01 05:00:00+00:00,103.0,438.0,3.2,1.8,60.0,11.4,21.0,24.0
2024-11-01 06:00:00+00:00,105.0,438.0,3.8,1.7,56.0,12.7,23.4,22.4
2024-11-01 07:00:00+00:00,109.0,439.0,4.6,1.7,54.0,17.4,32.0,21.6
2024-11-01 08:00:00+00:00,114.0,440.0,5.4,1.8,54.0,18.5,34.1,21.6
2024-11-01 09:00:00+00:00,116.0,441.0,6.0,1.9,53.0,16.0,29.5,21.991669
2024-11-01 10:00:00+00:00,114.0,441.0,6.0,1.9,52.0,14.8,27.5,22.275
2024-11-01 11:00:00+00:00,109.0,440.0,5.8,1.8,52.0,14.9,27.8,22.391665
2024-11-01 12:00:00+00:00,105.0,439.0,4.7,1.5,53.0,14.1,26.1,22.416666
2024-11-01 13:00:00+00:00,102.0,439.0,4.8,1.6,52.0,14.5,26.9,22.708336
2024-11-01 14:00:00+00:00,100.0,439.0,5.0,1.7,50.0,13.6,25.2,22.941666
2024-11-01 15:00:00+00:00,98.0,439.0,5.2,1.8,49.0,12.5,23.2,23.191666
2024-11-01 16:00:00+00:00,97.0,439.0,5.5,1.9,48.0,12.1,22.5,23.325
2024-11-01 17:00:00+00:00,96.0,439.0,5.8,2.0,48.0,11.8,22.0,23.508335
2024-11-01 18:00:00+00:00,99.0,439.0,6.1,2.2,48.0,11.7,21.5,23.791666
2024-11-01 19:00:00+00:00,109.0,440.0,6.5,2.4,48.0,11.0,20.1,24.125
2024-11-01 20:00:00+00:00,123.0,441.0,6.8,2.7,48.0,10.7,19.3,24.366667
2024-11-01 21:00:00+00:00,130.0,441.0,7.0,2.8,49.0,11.1,20.0,24.525003
2024-11-01 22:00:00+00:00,126.0,440.0,6.8,2.7,50.0,10.3,18.7,24.691673
2024-11-01 23:00:00+00:00,115.0,439.0,6.5,2.6,51.0,9.8,17.7,24.808334
2024-11-02 00:00:00+00:00,107.0,438.0,6.1,2.7,52.0,11.6,20.8,24.816666
2024-11-02 01:00:00+00:00,104.0,438.0,5.5,2.7,55.0,10.5,18.9,25.091667
2024-11-02 02:00:00+00:00,104.0,438.0,4.8,2.8,59.0,10.2,18.3,25.191666
2024-11-02 03:00:00+00:00,104.0,438.0,4.3,2.8,62.0,10.5,19.0,25.208336
2024-11-02 04:00:00+00:00,104.0,438.0,4.2,2.8,62.0,11.3,20.5,25.208336
2024-11-02 05:00:00+00:00,106.0,438.0,4.3,2.8,61.0,11.9,21.5,25.25
2024-11-02 06:00:00+00:00,107.0,438.0,5.1,2.9,58.0,11.8,21.3,25.29167
2024-11-02 07:00:00+00:00,109.0,439.0,7.1,3.4,54.0,12.7,22.9,25.216667
2024-11-02 08:00:00+00:00,111.0,439.0,9.7,4.0,48.0,10.8,19.2,24.824999
2024-11-02 09:00:00+00:00,112.0,440.0,11.4,4.4,44.0,9.8,17.1,24.183334
2024-11-02 10:00:00+00:00,112.0,440.0,11.5,4.5,43.0,9.5,16.6,23.666666
2024-11-02 11:00:00+00:00,111.0,441.0,10.8,4.5,43.0,8.8,15.2,23.224998
2024-11-02 12:00:00+00:00,110.0,441.0,11.5,4.7,41.0,8.0,13.5,22.716665
2024-11-02 13:00:00+00:00,109.0,441.0,10.5,4.5,42.0,8.1,13.6,22.208332
2024-11-02 14:00:00+00:00,107.0,441.0,9.2,4.1,42.0,7.7,12.8,21.675
2024-11-02 15:00:00+00:00,107.0,442.0,8.6,4.0,42.0,7.0,11.7,21.183334
2024-11-02 16:00:00+00:00,109.0,446.0,9.2,4.2,39.0,6.4,10.7,20.725
2024-11-02 17:00:00+00:00,114.0,452.0,10.5,4.5,35.0,5.8,9.4,20.25
2024-11-02 18:00:00+00:00,119.0,456.0,11.5,4.9,32.0,5.7,8.8,19.75
2024-11-02 19:00:00+00:00,126.0,456.0,12.1,5.5,31.0,6.1,9.1,19.25
2024-11-02 20:00:00+00:00,135.0,454.0,12.4,6.2,32.0,7.6,11.0,18.84167
2024-11-02 21:00:00+00:00,143.0,451.0,11.8,6.4,38.0,9.5,13.7,18.583334
2024-11-02 22:00:00+00:00,148.0,447.0,9.6,5.8,54.0,11.5,16.5,21.6
2024-11-02 23:00:00+00:00,153.0,443.0,6.6,4.7,75.0,11.9,17.3,30.0
2024-11-03 00:00:00+00:00,157.0,440.0,5.1,4.3,85.0,11.2,16.4,34.0
2024-11-03 01:00:00+00:00,162.0,440.0,4.2,3.9,92.0,11.6,17.0,36.8
2024-11-03 02:00:00+00:00,166.0,443.0,3.1,3.4,102.0,11.2,16.8,41.333332
2024-11-03 03:00:00+00:00,171.0,444.0,2.8,3.0,107.0,10.2,15.6,44.666668
2024-11-03 04:00:00+00:00,175.0,443.0,3.2,2.9,105.0,9.5,14.6,43.333336
2024-11-03 05:00:00+00:00,179.0,442.0,4.3,2.9,98.0,9.1,14.1,39.2
2024-11-03 06:00:00+00:00,188.0,442.0,7.5,3.3,88.0,10.1,15.4,35.2
2024-11-03 07:00:00+00:00,210.0,446.0,15.1,4.2,74.0,13.4,20.2,29.6
2024-11-03 08:00:00+00:00,237.0,451.0,24.7,5.5,57.0,16.1,23.7,22.8
2024-11-03 09:00:00+00:00,252.0,455.0,30.9,6.3,43.0,15.9,23.1,18.816668
2024-11-03 10:00:00+00:00,245.0,457.0,30.7,6.4,34.0,14.7,21.1,19.324999
2024-11-03 11:00:00+00:00,226.0,458.0,27.0,6.0,29.0,13.0,18.7,19.758333
2024-11-03 12:00:00+00:00,207.0,459.0,14.2,4.4,41.0,9.3,13.7,20.108334
2024-11-03 13:00:00+00:00,195.0,459.0,14.6,4.7,37.0,9.7,14.3,20.216665
2024-11-03 14:00:00+00:00,183.0,459.0,15.1,5.2,32.0,10.1,14.7,20.35
2024-11-03 15:00:00+00:00,169.0,457.0,15.2,5.4,28.0,10.2,14.8,20.55
2024-11-03 16:00:00+00:00,148.0,452.0,14.4,5.0,26.0,10.0,14.5,20.816666
2024-11-03 17:00:00+00:00,124.0,446.0,13.2,4.4,26.0,9.4,14.1,21.116665
2024-11-03 18:00:00+00:00,108.0,441.0,12.3,4.0,29.0,10.1,16.0,21.416666
2024-11-03 19:00:00+00:00,106.0,440.0,12.1,4.0,37.0,12.0,19.9,21.783333
2024-11-03 20:00:00+00:00,112.0,440.0,12.3,4.1,47.0,13.2,22.4,22.275
2024-11-03 21:00:00+00:00,117.0,441.0,12.3,4.3,55.0,12.9,22.5,22.741669
2024-11-03 22:00:00+00:00,116.0,441.0,12.0,4.5,56.0,11.7,20.5,23.025
2024-11-03 23:00:00+00:00,113.0,440.0,11.6,4.8,54.0,11.3,19.8,23.041666
2024-11-04 00:00:00+00:00,112.0,440.0,9.7,5.3,59.0,12.0,21.1,23.600002
2024-11-04 01:00:00+00:00,113.0,440.0,8.6,5.0,62.0,12.5,22.4,24.8
2024-11-04 02:00:00+00:00,115.0,440.0,7.1,4.6,65.0,12.5,22.5,26.0
2024-11-04 03:00:00+00:00,117.0,440.0,6.0,4.2,68.0,12.5,22.8,27.2
2024-11-04 04:00:00+00:00,120.0,440.0,5.4,3.8,70.0,12.2,22.3,28.0
2024-11-04 05:00:00+00:00,124.0,441.0,5.2,3.5,71.0,11.8,21.6,28.4
2024-11-04 06:00:00+00:00,127.0,441.0,5.6,3.2,70.0,12.6,23.3,28.0
2024-11-04 07:00:00+00:00,127.0,441.0,7.2,3.1,66.0,12.4,22.8,26.399998
2024-11-04 08:00:00+00:00,126.0,442.0,9.5,3.1,61.0,12.0,22.1,24.400002
2024-11-04 09:00:00+00:00,124.0,442.0,10.9,3.1,57.0,12.6,23.1,23.666664
2024-11-04 10:00:00+00:00,122.0,442.0,10.7,3.0,57.0,13.6,24.7,23.391668
2024-11-04 11:00:00+00:00,119.0,441.0,9.6,2.8,58.0,13.8,25.2,23.300001
2024-11-04 12:00:00+00:00,116.0,440.0,11.7,3.2,56.0,12.2,21.4,23.366665
2024-11-04 13:00:00+00:00,112.0,440.0,9.9,2.9,58.0,11.2,20.5,23.608337
2024-11-04 14:00:00+00:00,108.0,439.0,7.5,2.6,60.0,12.0,21.7,24.0
2024-11-04 15:00:00+00:00,105.0,439.0,5.8,2.3,62.0,13.2,24.0,24.8
2024-11-04 16:00:00+00:00,104.0,439.0,5.5,2.3,62.0,13.9,25.4,24.8
2024-11-04 17:00:00+00:00,104.0,439.0,6.0,2.4,60.0,14.5,26.6,24.466667
2024-11-04 18:00:00+00:00,105.0,439.0,6.7,2.5,59.0,15.3,28.2,24.891666
2024-11-04 19:00:00+00:00,109.0,439.0,7.8,2.7,58.0,15.0,27.8,25.324997
2024-11-04 20:00:00+00:00,115.0,439.0,9.0,3.0,56.0,15.8,29.6,25.574999
2024-11-04 21:00:00+00:00,119.0,439.0,9.6,3.1,56.0,15.3,28.5,25.791664
2024-11-04 22:00:00+00:00,118.0,439.0,8.8,3.0,57.0,14.4,26.9,25.991665
2024-11-04 23:00:00+00:00,114.0,438.0,7.2,2.7,60.0,14.1,26.5,26.216663
2024-11-05 00:00:00+00:00,111.0,438.0,6.7,3.2,65.0,14.3,26.5,26.449997
2024-11-05 01:00:00+00:00,110.0,438.0,6.3,3.1,66.0,15.7,29.2,26.641663
2024-11-05 02:00:00+00:00,109.0,438.0,5.7,3.0,67.0,17.6,32.8,26.908333
2024-11-05 03:00:00+00:00,109.0,438.0,5.1,2.8,68.0,16.1,30.2,27.333334
2024-11-05 04:00:00+00:00,110.0,438.0,4.3,2.4,69.0,15.8,29.6,27.633333
2024-11-05 05:00:00+00:00,111.0,438.0,3.6,2.0,70.0,14.1,26.4,28.0
2024-11-05 06:00:00+00:00,112.0,438.0,3.6,1.8,69.0,13.1,24.6,28.125
2024-11-05 07:00:00+00:00,113.0,439.0,4.9,2.0,66.0,12.7,24.0,28.166672
2024-11-05 08:00:00+00:00,115.0,439.0,7.0,2.5,63.0,12.6,23.6,28.191666
2024-11-05 09:00:00+00:00,116.0,440.0,9.1,3.0,59.0,12.5,22.9,28.241669
2024-11-05 10:00:00+00:00,117.0,440.0,11.1,3.5,55.0,12.5,22.7,28.233337
2024-11-05 11:00:00+00:00,118.0,440.0,13.1,4.0,52.0,12.8,23.1,28.14167
2024-11-05 12:00:00+00:00,119.0,441.0,18.2,5.4,43.0,13.4,23.7,28.058336
2024-11-05 13:00:00+00:00,120.0,442.0,17.6,5.7,43.0,13.0,23.3,28.158337
2024-11-05 14:00:00+00:00,120.0,444.0,16.8,6.1,43.0,12.9,23.2,28.308336
2024-11-05 15:00:00+00:00,120.0,445.0,16.7,6.7,41.0,13.2,23.6,28.383333
2024-11-05 16:00:00+00:00,119.0,446.0,18.2,7.5,36.0,13.1,23.0,28.383335
2024-11-05 17:00:00+00:00,118.0,447.0,20.4,8.4,30.0,12.9,22.2,28.316668
2024-11-05 18:00:00+00:00,120.0,448.0,21.6,9.3,27.0,12.7,21.8,28.183334
2024-11-05 19:00:00+00:00,127.0,448.0,21.1,10.5,30.0,12.9,21.8,27.96667
2024-11-05 20:00:00+00:00,136.0,447.0,19.7,11.6,38.0,13.7,22.9,27.79167
2024-11-05 21:00:00+00:00,145.0,446.0,17.5,11.9,47.0,12.9,22.9,27.616669
2024-11-05 22:00:00+00:00,151.0,445.0,14.1,10.5,59.0,11.9,21.7,27.416666
2024-11-05 23:00:00+00:00,156.0,444.0,10.1,8.2,73.0,12.7,22.6,29.2
2024-11-06 00:00:00+00:00,160.0,443.0,6.4,4.6,91.0,9.1,14.3,36.399998
2024-11-06 01:00:00+00:00,162.0,443.0,5.9,5.3,103.0,9.4,14.9,42.0
2024-11-06 02:00:00+00:00,163.0,444.0,5.2,6.2,119.0,10.3,16.8,52.666664
2024-11-06 03:00:00+00:00,164.0,444.0,5.1,7.1,133.0,11.3,18.7,60.545456
2024-11-06 04:00:00+00:00,166.0,444.0,5.9,7.9,144.0,12.4,21.0,62.545452
2024-11-06 05:00:00+00:00,168.0,445.0,7.2,8.7,151.0,13.6,22.9,63.818184
2024-11-06 06:00:00+00:00,170.0,445.0,9.0,9.1,152.0,15.5,25.8,64.0
2024-11-06 07:00:00+00:00,170.0,445.0,11.7,8.9,140.0,16.6,27.9,61.81818
2024-11-06 08:00:00+00:00,170.0,445.0,14.7,8.4,121.0,16.5,27.9,54.0
2024-11-06 09:00:00+00:00,171.0,445.0,16.6,7.7,104.0,15.0,25.0,42.666668
2024-11-06 10:00:00+00:00,173.0,446.0,16.1,6.6,91.0,12.9,21.1,36.399998
2024-11-06 11:00:00+00:00,176.0,448.0,14.4,5.4,81.0,10.8,17.2,32.4
2024-11-06 12:00:00+00:00,180.0,450.0,19.2,8.7,75.0,9.3,14.0,30.0
2024-11-06 13:00:00+00:00,186.0,453.0,20.2,8.8,68.0,8.9,13.1,27.2
2024-11-06 14:00:00+00:00,193.0,456.0,21.6,8.9,57.0,10.7,15.5,25.041664
